Park Code,Park Name,State,Acres,Latitude,Longitude,Description,Activities,Topics,WeatherInfo
GRTE,Grand Teton National Park,WY,309995,43.73,-110.8,"Rising above a scene rich with extraordinary wildlife, pristine lakes, and alpine terrain, the Teton Range stands as a monument to the people who fought to protect it. These are mountains of the imagination. Mountains that led to the creation of Grand Teton National Park where you can explore over two hundred miles of trails, float the Snake River, and enjoy the serenity of this remarkable place.","['Arts and Culture', 'Cultural Demonstrations', 'Auto and ATV', 'Scenic Driving', 'Biking', 'Road Biking', 'Boating', 'Motorized Boating', 'Sailing', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'RV Camping', 'Climbing', 'Rock Climbing', 'Mountain Climbing', 'Ice Climbing', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Food', 'Dining', 'Guided Tours', 'Self-Guided Tours - Auto', 'Boat Tour', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Off-Trail Permitted Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Horseback Riding', 'Hunting and Gathering', 'Hunting', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Kayaking', 'Stand Up Paddleboarding', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snowmobiling', 'Snowshoeing', 'Water Skiing', 'Wildlife Watching', 'Birdwatching', 'Shopping', 'Bookstore and Park Store']","['Architecture and Building', 'Explorers and Expeditions', 'Farming and  Agriculture', 'Ranches', 'Native American Heritage', 'Westward Expansion', 'Homesteading', 'Animals', 'Bison', 'Elk', 'Wolves', 'Climate Change', 'Fire', 'Forests and Woodlands', 'Geology', 'Glaciers', 'Lakes', 'Mountains', 'Scenic Views', 'Unique Species', 'Endangered', 'Wilderness']","Grand Teton National Park has long, cold winters—snow and frost are possible any month. April, May, & June - Mild days and cool nights alternate with rain and snow. July & August - Warm days and cool nights prevail, with afternoon thundershowers common. September, October, & November - Sunny days and cold nights alternate with rain and occasional snowstorms. December to April - Between storms the days are sunny and nights are frigid. Snow blankets the mountains and valley."
GUMO,Guadalupe Mountains National Park,TX,86416,31.92,-104.87,"Come experience mountains and canyons, desert and dunes, night skies and spectacular vistas within a place unlike any other. Guadalupe Mountains National Park protects the world's most extensive Permian fossil reef, the four highest peaks in Texas, an environmentally diverse collection of flora and fauna, and the stories of lives shaped through conflict, cooperation and survival.","['Auto and ATV', 'Auto Off-Roading', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'RV Camping', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Horseback Riding', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Museum Exhibits']","['Archeology', 'Ruins', 'Colonization and Settlement', 'Farming and  Agriculture', 'Ranches', 'Military', 'US Army', 'Native American Heritage', 'Transportation', 'Roads, Routes and Highways', 'Animals', 'Birds', 'Canyons and Canyonlands', 'Dunes', 'Fire', 'Fossils and Paleontology', 'Geology', 'Mountains', 'Rock Landscapes and Features', 'Trails']","The Guadalupe Mountains are known for high winds year-round; gusts can reach 60MPH or higher. In winter the mountains experiences occasional, light snowfalls which seldom last more than a day. From May through October, temperatures vary with highs between 80F-100F+ with lows in the 40F-60F range. November to April is generally milder with highs in between 50F-70F with lows in the 30F-50F range. Elevations above 8,000’ will be about 10F cooler than headquarters, with corresponding wind-chill."
HALE,Haleakala National Park,HI,29094,20.72,-156.17,"This special place vibrates with stories of ancient and modern Hawaiian culture and protects the bond between the land and its people. The park also cares for endangered species, some of which exist nowhere else. Come visit this special place - renew your spirit amid stark volcanic landscapes and sub-tropical rain forest with an unforgettable hike through the backcountry.","['Camping', 'Backcountry Camping', 'Guided Tours', 'Bus/Shuttle Guided Tour', 'Hiking', 'Junior Ranger Program', 'Swimming', 'Shopping']","['Military', 'Schools and Education', 'Animals', 'Forests and Woodlands', 'Rainforest', 'Unique Species', 'Wilderness']","On any given day, the temperatures in the park can range from a high of 80°F (27°C) in Kīpahulu to a low of 30°F (-1°C) at the summit. In either area clouds and rain can quickly replace warm sunshine. Weather in the high-elevation summit and wilderness areas of the park is highly unpredictable and changes often. Cool temperatures, intense solar radiation, and rapidly moving clouds are characteristic. On average, the temperature drops about 3°F for every 1,000 foot rise in elevation."
HAVO,Hawaii Volcanoes National Park,HI,323431,19.38,-155.2,"Hawai‘i Volcanoes National Park protects some of the most unique geological, biological, and cherished cultural landscapes in the world. Extending from sea level to 13,681 feet, the park encompasses the summits of two of the world's most active volcanoes - Kīlauea and Mauna Loa - and is a designated International Biosphere Reserve and UNESCO World Heritage Site.","['Arts and Culture', 'Biking', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Guided Tours', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']","['Archeology', 'Arts', 'Animals', 'Birds', 'Oceans', 'Rock Landscapes and Features', 'Scenic Views', 'Trails', 'Unique Species', 'Rare', 'Endangered', 'Wilderness']","The weather at Kīlauea's summit (4000' elevation) varies daily and may be rainy and chilly any time of the year. Temperature varies by elevation. At the summit of the volcano, temperatures may be 12 to 15 degrees cooler than at sea level. The coastal plain at the end of Chain of Craters Road, where lava crossed the road in 2003, is often hot, dry, and windy with the possibility of passing showers."
HOSP,Hot Springs National Park,AR,5550,34.51,-93.05,"Hot Springs National Park has a rich cultural past. The grand architecture of our historic bathhouses is equally matched by the natural curiosities that have been drawing people here for hundreds of years. Ancient thermal springs, mountain views, incredible geology, forested hikes, and abundant creeks – all in the middle of town – make Hot Springs National Park a unique and beautiful destination.","['Auto and ATV', 'Scenic Driving', 'Biking', 'Camping', 'Car or Front Country Camping', 'RV Camping', 'Fishing', 'Food', 'Dining', 'Picnicking', 'Guided Tours', 'Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']","['Architecture and Building', 'Archeology', 'Arts', 'Photography', 'Explorers and Expeditions', 'Landscape Design', 'Medicine', 'Native American Heritage', 'Science, Technology and Innovation', 'Tragic Events', 'Catastrophic Fires', 'Floods', 'Urban America', 'Animals', 'Birds', 'Tortoises and Turtles', 'Forests and Woodlands', 'Coniferous Forests', 'Deciduous Forests', 'Geology', 'Mineral Deposits', 'Groundwater', 'Freshwater Springs', 'Geothermal', 'Hot Springs', 'Mountains', 'Scenic Views', 'Trails', 'Watersheds']","Average temperatures in Hot Springs can range from about 90°F (32°C) to less than 27°F (-2.7°C). Summer days can be hot and humid, with heat index values up to 110ºF (43ºC). Winter wind chills can make temperatures feel much colder, as low as 15ºF (-9.4ºC). Spring and fall typically have the most rainfall. Generally, Hot Springs experiences mild weather throughout the year."
ISRO,Isle Royale National Park,MI,571790,48.1,-88.55,"Explore a rugged, isolated island far from our connected communities. Isle Royale offers adventures for backpackers, hikers, boaters, paddlers, and divers. Cross Lake Superior and make a commitment: Become a part of this island, and let it become a part of you. Find peace and refuge in island wilderness – because Isle Royale, in turn, finds refuge in us. Help Isle Royale stay wild.","['Arts and Culture', 'Astronomy', 'Stargazing', 'Boating', 'Motorized Boating', 'Sailing', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Group Camping', 'Fishing', 'Freshwater Fishing', 'Food', 'Dining', 'Flying', 'Guided Tours', 'Boat Tour', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Off-Trail Permitted Hiking', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Kayaking', 'Junior Ranger Program', 'SCUBA Diving', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']","['Arts', 'Industry', 'Mining', 'Maritime', 'Lighthouses', 'Ships and Shipwrecks', 'Schools and Education', 'Transportation', 'Animals', 'Birds', 'Fish', 'Wolves', 'Coasts, Islands and Atolls', 'Fire', 'Forests and Woodlands', 'Coniferous Forests', 'Deciduous Forests', 'Geology', 'Lakes', 'Night Sky', 'Astronomy', 'Aurora Borealis', 'Scenic Views', 'Trails', 'Unique Species', 'Rare', 'Endangered', 'Wetlands', 'Wilderness']","Isle Royale National Park is a remote island wilderness in the middle of Lake Superior. Weather influences traveling to and from the island, as well as your trip once you arrive. For the most up-to-date weather information, call (906) 482-0984 or email isro_parkinfo@nps.gov prior to your trip."
JOTR,Joshua Tree National Park,CA,789745,33.79,-115.9,"Two distinct desert ecosystems, the Mojave and the Colorado, come together in Joshua Tree National Park. A fascinating variety of plants and animals make their homes in a land sculpted by strong winds and occasional torrents of rain. Dark night skies, a rich cultural history, and surreal geologic features add to the wonder of this vast wilderness in southern California. Come explore for yourself.","['Auto and ATV', 'Scenic Driving', 'Astronomy', 'Stargazing', 'Biking', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'Climbing', 'Rock Climbing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Auto', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Horseback Riding', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Shopping', 'Bookstore and Park Store']","['Archeology', 'Arts', 'Photography', 'Farming and  Agriculture', 'Ranches', 'Industry', 'Mining', 'Native American Heritage', 'Westward Expansion', 'Homesteading', 'Animals', 'Birds', 'Tortoises and Turtles', 'Climate Change', 'Fire', 'Geology', 'Groundwater', 'Freshwater Springs', 'Night Sky', 'Trails', 'Unique Species', 'Endangered', 'Wilderness']","Days are typically clear with less than 25% humidity. Temperatures are most comfortable in the spring and fall, with an average highs around 85°F (29°C) and average lows around 50°F (10°C) respectively. Winter brings cooler days, around 60°F (15°C), and freezing nights. It occasionally snows at higher elevations. Summers are hot, over 100°F (38°C) during the day and not cooling much below 75°F (24°C) at night."
KATM,Katmai National Park and Preserve,AK,3674530,58.5,-155.0,"A landscape is alive underneath our feet, filled with creatures that remind us what it is to be wild. Katmai was established in 1918 to protect the volcanically devastated region surrounding Novarupta and the Valley of Ten Thousand Smokes. Today, Katmai National Park and Preserve also protects 9,000 years of human history and important habitat for salmon and thousands of brown bears.","['Boating', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Fishing', 'Fly Fishing', 'Food', 'Dining', 'Picnicking', 'Flying', 'Guided Tours', 'Hiking', 'Backcountry Hiking', 'Hunting and Gathering', 'Hunting', 'Paddling', 'Canoe or Kayak Camping', 'Junior Ranger Program', 'Wildlife Watching', 'Park Film', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']","['Architecture and Building', 'Archeology', 'Aviation', 'Explorers and Expeditions', 'Native American Heritage', 'Science, Technology and Innovation', 'Transportation', ""Women's History"", 'Animals', 'Birds', 'Cats (wild)', 'Fish', 'Wolves', 'Arctic', 'Tundra', 'Coasts, Islands and Atolls', 'Fire', 'Geology', 'Geothermal', 'Glaciers', 'Lakes', 'Mountains', 'Natural Sounds', 'Night Sky', 'Aurora Borealis', 'Oceans', 'Whales', 'Scenic Views', 'Trails', 'Water Trails', 'Volcanoes', 'Watersheds', 'Headwaters', 'Waterfalls', 'Wilderness']","Located between the stormy north Pacific Ocean and the even stormier Bering Sea, the Katmai region is often a battleground between weather systems. When you visit, be prepared to encounter all types of weather. On average, wet and cool conditions predominate in spring, summer, and fall. Winters are drier and colder."
KEFJ,Kenai Fjords National Park,AK,669983,59.92,-149.65,"At the edge of the Kenai Peninsula lies a land where the ice age lingers. Nearly 40 glaciers flow from the Harding Icefield, Kenai Fjords' crowning feature. Wildlife thrives in icy waters and lush forests around this vast expanse of ice. Sugpiaq people relied on these resources to nurture a life entwined with the sea. Today, shrinking glaciers bear witness to the effects of our changing climate.","['Astronomy', 'Stargazing', 'Boating', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Climbing', 'Mountain Climbing', 'Ice Climbing', 'Dog Sledding', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Saltwater Fishing', 'Food', 'Flying', 'Helicopter Flying', 'Fixed Wing Flying', 'Guided Tours', 'Boat Tour', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Paddling', 'Canoe or Kayak Camping', 'Kayaking', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snowmobiling', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Shopping', 'Bookstore and Park Store']","['Archeology', 'Maritime', 'Coastal Defenses', 'Maritime - Military', 'Military', 'US Army', 'Native American Heritage', 'Wars and Conflicts', 'World War II', 'Animals', 'Birds', 'Fish', 'Climate Change', 'Coasts, Islands and Atolls', 'Estuaries and Mangroves', 'Forests and Woodlands', 'Coniferous Forests', 'Rainforest', 'Geology', 'Glaciers', 'Mountains', 'Night Sky', 'Aurora Borealis', 'Oceans', 'Whales', 'Rock Landscapes and Features', 'Scenic Views', 'Trails', 'Unique Species', 'Endangered', 'Watersheds', 'Waterfalls', 'Wilderness']","The weather Kenai Fjords is difficult to predict and can change rapidly. The area generally enjoys a relatively temperate maritime climate, primarily due to the influence of the Japanese current that flows through the Gulf of Alaska. Summer daytime temperatures range from the mid 40s to the low 70s (Fahrenheit). Overcast and cool rainy days are frequent. Winter temperatures can range from the low 30s to -20."
KOVA,Kobuk Valley National Park,AK,1750717,67.55,-159.28,"Caribou, sand dunes, the Kobuk River, Onion Portage - just some of the facets of Kobuk Valley National Park. Half a million caribou migrate through, their tracks crisscrossing sculpted dunes. The Kobuk River is an ancient and current path for people and wildlife. For 9000 years, people came to Onion Portage to harvest caribou as they swam the river. Even today, that rich tradition continues.","['Boating', 'Camping', 'Backcountry Camping', 'Fishing', 'Freshwater Fishing', 'Flying', 'Fixed Wing Flying', 'Hands-On', 'Arts and Crafts', 'Hiking', 'Backcountry Hiking', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Junior Ranger Program', 'Wildlife Watching', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']","['Archeology', 'Migrations', 'Animals', 'Arctic', 'Dunes', 'Night Sky', 'Aurora Borealis', 'Unique Species', 'Rare', 'Watersheds', 'Wilderness']","Snow, rain, and freezing temperatures can occur any time of the year. Always travel with good quality rain gear and warm layers. Be especially careful to stay dry. Hypothermia can set in on a windy, wet day, even when it doesn't feel that cold."
LACL,Lake Clark National Park and Preserve,AK,2619733,60.97,-153.42,"Lake Clark National Park and Preserve is a land of stunning beauty. Volcanoes steam, salmon run, bears forage, and craggy mountains reflect in shimmering turquoise lakes. Here, too, local people and culture still depend on the land and water. Venture into the park to become part of the wilderness.","['Astronomy', 'Stargazing', 'Biking', 'Boating', 'Motorized Boating', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Climbing', 'Mountain Climbing', 'Compass and GPS', 'Orienteering', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Flying', 'Fixed Wing Flying', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Off-Trail Permitted Hiking', 'Hunting and Gathering', 'Hunting', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Kayaking', 'Stand Up Paddleboarding', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Shopping', 'Bookstore and Park Store']","['Archeology', 'Arts', 'Photography', 'Aviation', 'Explorers and Expeditions', 'Farming and  Agriculture', 'Industry', 'Mining', 'Native American Heritage', 'Animals', 'Birds', 'Fish', 'Wolves', 'Arctic', 'Tundra', 'Climate Change', 'Coasts, Islands and Atolls', 'Estuaries and Mangroves', 'Fire', 'Forests and Woodlands', 'Fossils and Paleontology', 'Geology', 'Glaciers', 'Grasslands', 'Meadows', 'Lakes', 'Mountains', 'Natural Sounds', 'Night Sky', 'Astronomy', 'Aurora Borealis', 'Oceans', 'River and Riparian', 'Scenic Views', 'Trails', 'Volcanoes', 'Watersheds', 'Headwaters', 'Waterfalls', 'Wetlands', 'Marshes', 'Wilderness']","Lake Clark has two distinct climate areas: the coast and the interior. The coast is wetter and experiences milder temperatures. The interior gets half to one fourth as much precipitation, but temperatures are hotter in summer and colder in winter. Frost and snow can occur any time parkwide, but are most common from September to early June. Lakes here typically begins freezing in November and melting in April. Ice conditions dictate whether planes need floats or skis to land on lakes."
LAVO,Lassen Volcanic National Park,CA,106372,40.49,-121.51,"Lassen Volcanic National Park is home to steaming fumaroles, meadows freckled with wildflowers, clear mountain lakes, and numerous volcanoes. Jagged peaks tell the story of its eruptive past while hot water continues to shape the land.","['Auto and ATV', 'Scenic Driving', 'Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Boating', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'RV Camping', 'Compass and GPS', 'Geocaching', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Food', 'Dining', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Auto', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Living History', 'Paddling', 'Canoeing', 'Kayaking', 'Stand Up Paddleboarding', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowshoeing', 'Swimming', 'Freshwater Swimming', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']","['Arts', 'Explorers and Expeditions', 'Native American Heritage', 'Science, Technology and Innovation', 'Wars and Conflicts', 'Colonial/European Contact Conflicts', 'Westward Expansion', ""Women's History"", 'Animals', 'Birds', 'Cats (wild)', 'Fish', 'Climate Change', 'Fire', 'Forests and Woodlands', 'Coniferous Forests', 'Geology', 'Groundwater', 'Freshwater Springs', 'Geothermal', 'Hot Springs', 'Grasslands', 'Meadows', 'Lakes', 'Mountains', 'Natural Sounds', 'Night Sky', 'Astronomy', 'Rock Landscapes and Features', 'Scenic Views', 'Trails', 'Unique Species', 'Rare', 'Volcanoes', 'Watersheds', 'Waterfalls', 'Wilderness']","Weather at Lassen can vary dramatically throughout the year. Average January temperatures are a high of 40.4 °F (4.7 °C) and a low of 20.8 °F (-6.2 °C). Average July temperatures are a high of 88.4 °F and a low of 49.8 °F. Temperatures reach 90 °F or higher on an average of 36.9 days, and drop to 32 ° or lower on an average of 164 days days annually."
MACA,Mammoth Cave National Park,KY,52830,37.18,-86.1,"Rolling hills, deep river valleys, and the worlds longest known cave system. Mammoth Cave National Park is home to thousands of years of human history and a rich diversity of plant and animal life, earning it the title of UNESCO World Heritage Site and International Biosphere Reserve.","['Astronomy', 'Stargazing', 'Biking', 'Boating', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'RV Camping', 'Caving', 'Fishing', 'Freshwater Fishing', 'Food', 'Dining', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hands-On', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Horseback Riding', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Kayaking', 'Junior Ranger Program', 'Wildlife Watching', 'Park Film', 'Shopping', 'Bookstore and Park Store']","['Architecture and Building', 'African American Heritage', 'Archeology', 'Burial, Cemetery and Gravesite', 'Enslavement', 'Industry', 'Mining', 'Medicine', 'Hospital', 'Monuments and Memorials', 'Native American Heritage', 'Religion and Spirituality', 'Churches', 'Transportation', 'Trains and Railroads', 'Wars and Conflicts', 'War of 1812', 'World War I', ""Women's History"", 'Ancient Seas', 'Animals', 'Birds', 'Fish', 'Caves, Caverns and Karst', 'Climate Change', 'Fire', 'Forests and Woodlands', 'Fossils and Paleontology', 'Geology', 'Mineral Deposits', 'Groundwater', 'Freshwater Springs', 'Natural Sounds', 'Night Sky', 'Astronomy', 'River and Riparian', 'Rock Landscapes and Features', 'Scenic Views', 'Trails', 'Water Trails', 'Unique Species', 'Endangered', 'Watersheds', 'Wetlands']","Kentucky has a moderate climate with warm, yet moist conditions. Summers average in the high 80s; winters average in the low 40s. Southern Kentucky, where Mammoth Cave is located, receives the highest average precipitation for the state, about 50 inches per year, mostly in spring. Winter can bring mild to moderate snow and ice. Storms happen year-round, and can include tornadoes and flooding in low-lying areas, but severe weather is infrequent. The temperature deep in the cave is a constant 54°F (12°C)."
MEVE,Mesa Verde National Park,CO,52122,37.18,-108.49,"For over 700 years, the Ancestral Pueblo people built thriving communities on the mesas and in the cliffs of Mesa Verde. Today, the park protects the rich cultural heritage of 26 Pueblos and Tribes and offers visitors a spectacular window into the past. This World Heritage Site and International Dark Sky Park is home to over a thousand species, including several that live nowhere else on earth.","['Auto and ATV', 'Scenic Driving', 'Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Camping', 'Food', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']","['Archeology', 'Cliff Dwellings', 'Native American Heritage', 'Schools and Education', 'Animals', 'Climate Change', 'Fire', 'Forests and Woodlands', 'Geology', 'Trails']","Spring: Temps range from 40 F to 70 F, but snowstorms can occur as late as May. Summer: Temps can reach well into the 90s F. Thunderstorms are common in July and August. Be prepared to bring and DRINK plenty of water. Fall: Temps can range from 50 F to 75 F. Snowstorms can occur as early as October. Winter: Temps can range from the teens to low 30s F. Icy roads are common. Snow tires, all-wheel drive, or chains, may be required. Be prepared with water, snacks, and layers of warm clothing."
MORA,Mount Rainier National Park,WA,235625,46.85,-121.75,"Ascending to 14,410 feet above sea level, Mount Rainier stands as an icon in the Washington landscape. An active volcano, Mount Rainier is the most glaciated peak in the contiguous U.S.A., spawning five major rivers. Subalpine wildflower meadows ring the icy volcano while ancient forest cloaks Mount Rainier’s lower slopes. Wildlife abounds in the park’s ecosystems. A lifetime of discovery awaits.","['Auto and ATV', 'Scenic Driving', 'Astronomy', 'Stargazing', 'Biking', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Group Camping', 'Climbing', 'Mountain Climbing', 'Fishing', 'Freshwater Fishing', 'Food', 'Dining', 'Guided Tours', 'Self-Guided Tours - Auto', 'Hands-On', 'Citizen Science', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Living History', 'Junior Ranger Program', 'Skiing', 'Snow Play', 'Snowmobiling', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']","['Architecture and Building', 'Archeology', 'Arts', 'Industry', 'Mining', 'Logging and Timber Cutting', 'Landscape Design', 'Monuments and Memorials', 'Native American Heritage', 'Schools and Education', 'Science, Technology and Innovation', 'Transportation', 'Bridges', 'Roads, Routes and Highways', 'Tunnels', 'Tragic Events', 'Floods', 'Animals', 'Birds', 'Cats (wild)', 'Elk', 'Fish', 'Climate Change', 'Fire', 'Forests and Woodlands', 'Geology', 'Geothermal', 'Glaciers', 'Lakes', 'Mountains', 'Natural Sounds', 'Night Sky', 'River and Riparian', 'Scenic Views', 'Trails', 'Unique Species', 'Rare', 'Endangered', 'Volcanoes', 'Watersheds', 'Waterfalls', 'Wilderness']","Weather patterns at Mount Rainier are strongly influenced by the Pacific Ocean and elevation. The climate is generally cool and rainy, with summer highs in the 60s and 70s. While July and August are the sunniest months of the year, rain is very likely in spring, fall, and winter. Visitors should be aware that mountain weather is very changeable. In the higher elevations, like Paradise, winter can last from November to May with many feet of snow on the ground."
NOCA,North Cascades National Park,WA,504781,48.7,-121.2,"Less than three hours from Seattle, an alpine landscape beckons. Discover communities of life adapted to moisture in the west and recurring fire in the east. Explore jagged peaks crowned by more than 300 glaciers. Listen to cascading waters in forested valleys. Witness a landscape sensitive to the Earth's changing climate. Help steward the ecological heart of the Cascades.","['Auto and ATV', 'Scenic Driving', 'Biking', 'Road Biking', 'Boating', 'Motorized Boating', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'RV Camping', 'Climbing', 'Rock Climbing', 'Fishing', 'Guided Tours', 'Bus/Shuttle Guided Tour', 'Hands-On', 'Citizen Science', 'Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Paddling', 'Canoe or Kayak Camping', 'Junior Ranger Program', 'Shopping', 'Bookstore and Park Store']","['Animals', 'Birds', 'Cats (wild)', 'Fish', 'Wolves', 'Climate Change', 'Forests and Woodlands', 'Glaciers', 'Lakes', 'Mountains', 'Natural Sounds', 'Wilderness']",The best weather for visiting the North Cascades generally occurs between mid-June and late-September. Summer daytime temperatures average in the 70's F. Snow is off most trails by mid-July. Autumn and Spring are popular for color and wildlife. Storms are common: always be prepared for a few days of rain and wind. The east side of the Cascade Mountains (Lake Chelan National Recreation Area) is drier and warmer in the summer than the west side. Summer temperatures at Stehekin reach the 90's F.
